
Tag;Datum;Start;Liga;Spl. Nr.;Team Heim;Team Gast;Halle;SR 1;SR 2;Del 1;Del 2;Insp
So;25.09.2016;17:00;MU19E;1501;SG Stans/Altdorf;HSG Nordwest;Altdorf Feldli;Fallegger Reto;Räz Alexander
So;25.09.2016;16:30;M2-03;1502;TV Kleinbasel;Handball Brugg 1;Basel Bäumlihof;Matter Daniel;Truog Marcel
So;25.09.2016;17:45;F3-07;1503;TV Kleinbasel II;TV Pratteln NS;Basel Bäumlihof;Summ Stephan
So;25.09.2016;19:00;F2-02;1504;RTV 1879 Basel;TV Kleinbasel;Basel Bäumlihof;Summ Stephan
So;25.09.2016;14:00;FU18P-07;1505;TV Kleinbasel;TV Möhlin;Basel Dreirosen;Matter Daniel
So;25.09.2016;15:30;FU16P-09;1506;TV Kleinbasel;TSV Frick 2;Basel Dreirosen;von Arx Loïck;;;;Jaques Michael
So;25.09.2016;12:00;MU15P-14;1507;TV Birsfelden;Handball Riehen;Birsfelden Sporthalle;Straumann Marc;Weber Raphael;;;Blaser Ruedi
So;25.09.2016;14:00;M4-12;1508;TV Birsfelden IV;TV Sissach II;Birsfelden Sporthalle;Sägesser Matthias
So;25.09.2016;16:00;M4-04;1509;HC Bülach;SG Räterschen/Seen Tigers;Bülach Militärhalle;Bacher Claudia
So;25.09.2016;17:45;F3-06;1510;HC Bülach;BSC Wettingen/Siggenthal 2;Bülach Militärhalle;Bacher Claudia
So;25.09.2016;11:30;F3-06;1511;HC Dietikon-Urdorf;HC Pfadi Regensdorf;Dietikon Stadthalle;Morskoi Maxim
So;25.09.2016;13:00;F2-02;1512;HC Dietikon-Urdorf;ATV/KV Basel III;Dietikon Stadthalle;Schmid René
So;25.09.2016;14:30;F1-01;1513;HC Dietikon-Urdorf;HC Arbon;Dietikon Stadthalle;Stieger René;Kamberger Marc
So;25.09.2016;16:00;MU19P-04;1514;HSG Limmattal;HC Einsiedeln;Dietikon Stadthalle;Schmid René
So;25.09.2016;17:30;M2-02;1515;HC Dietikon-Urdorf;HC KZO Wetzikon;Dietikon Stadthalle;Stieger René;Kamberger Marc
So;25.09.2016;14:00;MU17P-07;1516;Füchse Emmenbrücke;HC KTV Altdorf;Emmenbrücke Erlen;Petkovic Anto;;;;Otzenberger René
So;25.09.2016;10:00;FU18P-01;1517;BSG Vorderland;HC Goldach-Rorschach;Heiden Wies;Keller Niko
So;25.09.2016;11:45;F3-01;1518;BSG Vorderland;HC Goldach-Rorschach 2;Heiden Wies;Keller Niko
So;25.09.2016;13:30;MU17P-01;1519;BSG Vorderland °;HC Romanshorn °;Heiden Wies;Kluckner Raphael
So;25.09.2016;15:15;M3-01;1520;BSG Vorderland 2;HSC Kreuzlingen 3;Heiden Wies;Kluckner Raphael
So;25.09.2016;13:45;M2-04;1521;SG Pilatus;HC Mutschellen 1;Kriens Krauerhalle;Korqaj Fidan;Plönnes Stefan
So;25.09.2016;16:00;MNLA;1523;HC Kriens-Luzern;TSV Fortitudo Gossau;Kriens Krauerhalle;Boskoski Hristo;Stalder Lukas;von Känel Roger
